date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2021-01-01,-18,-20,0.6,1.6,1,83,06:49 PM,11:53 AM,10:00 AM,04:37 PM,-19,-27,-18,-27,21,99,94,0.8,1041,-18,8,111,14,perm
2021-01-02,-16,-23,0.0,1.6,1,76,08:16 PM,12:15 PM,10:00 AM,04:38 PM,-18,-26,-18,-26,26,93,93,0.0,1041,-16,10,115,17,perm
2021-01-03,-14,-21,0.9,1.6,1,69,09:45 PM,12:31 PM,10:00 AM,04:40 PM,-16,-23,-16,-23,26,85,93,1.2,1037,-14,8,120,16,perm
2021-01-04,-11,-18,4.7,1.7,1,62,11:14 PM,12:43 PM,09:59 AM,04:41 PM,-12,-17,-12,-17,18,98,95,5.5,1038,-11,2,145,12,perm
2021-01-05,-12,-16,0.3,1.7,1,56,No moonrise,12:53 PM,09:58 AM,04:43 PM,-14,-18,-13,-18,15,95,96,0.5,1042,-12,6,129,8,perm
2021-01-06,-14,-18,0.5,1.7,1,49,12:42 AM,01:03 PM,09:58 AM,04:44 PM,-15,-21,-15,-21,18,97,95,0.7,1043,-14,6,113,11,perm
2021-01-07,-11,-19,0.0,1.7,1,42,02:12 AM,01:12 PM,09:57 AM,04:46 PM,-15,-21,-14,-21,22,96,92,0.1,1035,-11,9,136,14,perm
2021-01-08,-11,-14,0.8,1.7,1,35,03:45 AM,01:24 PM,09:56 AM,04:48 PM,-13,-18,-13,-18,13,92,95,1.3,1029,-11,3,153,8,perm
2021-01-09,-8,-15,0.3,1.7,1,28,05:20 AM,01:39 PM,09:55 AM,04:49 PM,-12,-16,-11,-16,14,96,95,0.7,1025,-8,4,114,8,perm
2021-01-10,-19,-19,0.0,1.7,1,22,06:55 AM,02:01 PM,09:54 AM,04:51 PM,-19,-29,-19,-29,32,91,93,3.2,1021,-19,8,91,21,perm
2021-01-11,-20,-23,1.6,1.8,1,15,08:25 AM,02:35 PM,09:53 AM,04:53 PM,-22,-32,-21,-32,35,100,91,1.9,1022,-20,5,84,24,perm
2021-01-12,-24,-26,0.9,1.8,1,8,09:40 AM,03:28 PM,09:52 AM,04:55 PM,-25,-34,-24,-34,23,100,94,1.2,1027,-24,5,88,15,perm
2021-01-13,-23,-28,0.2,1.8,1,1,10:33 AM,04:40 PM,09:51 AM,04:57 PM,-25,-31,-25,-31,12,93,96,0.2,1035,-23,6,112,7,perm
2021-01-14,-21,-28,0.0,1.8,1,5,11:07 AM,06:04 PM,09:50 AM,04:59 PM,-24,-30,-24,-30,15,86,95,0.0,1034,-21,3,118,8,perm
2021-01-15,-9,-16,6.8,1.9,1,12,11:29 AM,07:31 PM,09:49 AM,05:01 PM,-12,-16,-12,-16,16,95,93,8.7,1017,-9,4,154,10,perm
2021-01-16,-9,-15,8.2,1.9,1,19,11:44 AM,08:56 PM,09:47 AM,05:03 PM,-12,-17,-12,-17,14,88,95,9.7,1006,-9,3,75,9,perm
2021-01-17,-13,-19,1.0,1.9,1,26,11:54 AM,10:17 PM,09:46 AM,05:05 PM,-15,-20,-14,-20,16,98,95,1.3,1001,-13,7,223,9,perm
2021-01-18,-23,-26,0.0,1.9,1,33,12:02 PM,11:36 PM,09:44 AM,05:07 PM,-25,-30,-24,-30,12,95,97,0.0,1016,-23,1,244,6,perm
2021-01-19,-19,-27,0.0,3.9,1,39,12:10 PM,No moonset,09:43 AM,05:10 PM,-22,-26,-23,-26,10,71,94,0.1,1018,-19,5,99,6,perm
2021-01-20,-11,-17,3.0,1.9,1,46,12:17 PM,12:51 AM,09:41 AM,05:12 PM,-13,-17,-13,-17,11,100,95,3.5,1012,-11,2,167,7,perm
2021-01-21,-17,-20,0.6,1.9,1,53,12:25 PM,02:07 AM,09:40 AM,05:14 PM,-19,-26,-18,-26,17,100,95,0.8,1013,-17,7,239,11,perm
2021-01-22,-19,-27,0.2,1.9,1,60,12:35 PM,03:23 AM,09:38 AM,05:16 PM,-22,-27,-21,-27,11,84,96,0.3,1019,-19,6,192,6,perm
2021-01-23,-23,-30,1.1,2.0,1,66,12:48 PM,04:40 AM,09:36 AM,05:19 PM,-26,-34,-26,-34,19,73,93,1.7,1030,-23,8,118,12,perm
2021-01-24,-8,-20,3.5,2.0,1,73,01:07 PM,05:57 AM,09:35 AM,05:21 PM,-12,-17,-12,-17,16,100,95,4.1,1024,-8,3,164,10,perm
2021-01-25,2,-11,0.6,2.0,1,80,01:34 PM,07:13 AM,09:33 AM,05:23 PM,-2,-4,-2,-4,15,100,97,2.5,1024,2,4,215,9,perm
2021-01-26,-3,-4,0.9,2.0,1,87,02:15 PM,08:20 AM,09:31 AM,05:25 PM,-4,-8,-3,-8,20,100,92,1.1,1027,-3,6,223,13,perm
2021-01-27,-4,-13,0.9,2.0,1,93,03:14 PM,09:14 AM,09:29 AM,05:28 PM,-6,-10,-6,-10,21,100,92,1.0,1024,-4,6,203,14,perm
2021-01-28,-4,-8,3.5,2.0,1,100,04:29 PM,09:53 AM,09:27 AM,05:30 PM,-6,-10,-5,-10,25,99,91,4.4,1020,-4,6,216,17,perm
2021-01-29,-5,-11,0.2,2.0,1,93,05:56 PM,10:19 AM,09:25 AM,05:32 PM,-9,-12,-8,-12,17,87,91,0.2,1019,-5,8,141,9,perm
2021-01-30,-3,-8,2.4,2.0,1,86,07:26 PM,10:38 AM,09:23 AM,05:35 PM,-6,-11,-5,-11,23,91,91,2.8,1012,-3,7,132,15,perm
2021-01-31,-3,-7,0.1,2.0,1,79,08:58 PM,10:51 AM,09:21 AM,05:37 PM,-5,-9,-4,-9,20,98,92,0.1,1014,-3,10,175,13,perm
2021-02-01,-3,-7,0.6,2.1,1,73,10:28 PM,11:02 AM,09:19 AM,05:40 PM,-6,-11,-4,-11,34,97,87,0.8,1010,-3,7,199,22,perm
2021-02-02,-6,-11,0.0,2.1,1,66,11:59 PM,11:11 AM,09:17 AM,05:42 PM,-10,-13,-9,-13,14,85,94,0.2,1018,-6,5,211,8,perm
2021-02-03,-11,-18,0.0,2.1,1,59,No moonrise,11:21 AM,09:15 AM,05:44 PM,-14,-18,-14,-18,14,72,96,0.0,1020,-11,3,236,8,perm
2021-02-04,-7,-16,1.0,2.1,1,52,01:31 AM,11:31 AM,09:12 AM,05:47 PM,-12,-16,-12,-16,15,98,93,1.7,1014,-7,7,136,9,perm
2021-02-05,1,-8,0.3,2.1,1,46,03:04 AM,11:45 AM,09:10 AM,05:49 PM,-1,-4,-1,-4,18,100,98,4.9,1000,1,6,183,11,perm
2021-02-06,2,-9,5.7,2.1,1,39,04:38 AM,12:03 PM,09:08 AM,05:51 PM,-3,-7,-2,-7,21,97,95,9.5,987,2,4,238,14,perm
2021-02-07,-16,-21,6.3,2.1,1,32,06:08 AM,12:32 PM,09:05 AM,05:54 PM,-18,-27,-17,-27,23,100,94,7.4,993,-16,2,265,18,perm
2021-02-08,-26,-27,3.4,2.1,1,25,07:27 AM,01:16 PM,09:03 AM,05:56 PM,-26,-36,-26,-36,21,100,94,4.0,1000,-26,3,291,15,perm
2021-02-09,-25,-27,0.5,2.1,1,18,08:26 AM,02:19 PM,09:01 AM,05:59 PM,-27,-36,-26,-36,22,96,89,0.6,1014,-25,8,284,15,perm
2021-02-10,-21,-29,0.0,4.7,1,12,09:07 AM,03:38 PM,08:58 AM,06:01 PM,-26,-30,-25,-30,9,83,92,0.0,1027,-21,6,208,5,perm
2021-02-11,-18,-25,0.0,8.2,1,5,09:32 AM,05:04 PM,08:56 AM,06:03 PM,-23,-27,-22,-27,9,53,92,0.0,1030,-18,6,58,5,perm
2021-02-12,-14,-22,0.0,6.5,1,2,09:49 AM,06:30 PM,08:54 AM,06:06 PM,-19,-24,-18,-24,12,68,91,0.5,1025,-14,9,75,8,perm
2021-02-13,-9,-17,9.4,4.8,1,9,10:01 AM,07:54 PM,08:51 AM,06:08 PM,-11,-16,-12,-16,13,100,95,11.6,1017,-9,2,63,8,perm
2021-02-14,-3,-15,8.3,4.8,1,15,10:10 AM,09:14 PM,08:49 AM,06:10 PM,-8,-13,-7,-13,25,87,91,9.8,1009,-3,4,168,16,perm
2021-02-15,-14,-17,0.6,4.8,1,22,10:17 AM,10:32 PM,08:46 AM,06:13 PM,-16,-20,-16,-20,12,97,93,0.8,1011,-14,6,248,8,perm
2021-02-16,-20,-26,0.8,4.9,1,29,10:24 AM,11:49 PM,08:44 AM,06:15 PM,-21,-27,-21,-27,13,100,95,0.9,1018,-20,7,251,9,perm
2021-02-17,-18,-23,0.3,8.2,1,36,10:32 AM,No moonset,08:41 AM,06:18 PM,-23,-28,-21,-28,15,79,95,0.4,1025,-18,7,239,10,perm
2021-02-18,-16,-26,0.0,4.9,1,42,10:41 AM,01:05 AM,08:38 AM,06:20 PM,-23,-23,-21,-23,7,76,95,0.0,1022,-16,4,226,4,perm
2021-02-19,-15,-23,0.0,4.9,1,49,10:52 AM,02:21 AM,08:36 AM,06:22 PM,-20,-20,-19,-20,4,97,93,0.0,1018,-15,6,64,2,perm
2021-02-20,-16,-21,0.5,5.0,1,56,11:08 AM,03:39 AM,08:33 AM,06:25 PM,-19,-21,-18,-21,7,100,95,0.7,1020,-16,6,285,5,perm
2021-02-21,-17,-23,0.3,5.0,1,63,11:30 AM,04:55 AM,08:31 AM,06:27 PM,-21,-25,-20,-25,9,100,96,0.5,1025,-17,6,269,5,perm
2021-02-22,-25,-28,0.1,5.0,1,70,12:04 PM,06:05 AM,08:28 AM,06:29 PM,-25,-33,-25,-33,15,100,96,0.3,1027,-25,8,273,10,perm
2021-02-23,-26,-33,0.0,5.0,1,76,12:54 PM,07:05 AM,08:26 AM,06:32 PM,-31,-40,-30,-40,20,92,91,0.0,1036,-26,8,101,12,perm
2021-02-24,-21,-31,0.0,10.1,1,83,02:03 PM,07:50 AM,08:23 AM,06:34 PM,-27,-35,-27,-35,17,57,94,0.0,1034,-21,5,286,10,perm
2021-02-25,-17,-29,0.0,8.3,1,90,03:26 PM,08:21 AM,08:20 AM,06:36 PM,-24,-28,-23,-28,11,60,93,0.0,1030,-17,5,235,7,perm
2021-02-26,-17,-28,0.0,6.7,1,97,04:57 PM,08:42 AM,08:18 AM,06:39 PM,-23,-30,-22,-30,19,59,92,0.0,1024,-17,9,145,11,perm
2021-02-27,-14,-21,0.1,5.1,1,97,06:30 PM,08:57 AM,08:15 AM,06:41 PM,-19,-26,-18,-26,24,81,91,0.3,1012,-14,9,112,16,perm
2021-02-28,-14,-21,0.0,5.2,1,90,08:04 PM,09:09 AM,08:12 AM,06:44 PM,-20,-27,-19,-27,21,92,91,0.1,1011,-14,10,65,13,perm
2021-03-01,-12,-20,0.3,5.2,1,83,09:39 PM,09:19 AM,08:10 AM,06:46 PM,-18,-20,-16,-20,11,92,92,0.3,1017,-12,7,119,6,perm
2021-03-02,-11,-18,1.5,5.2,1,76,11:13 PM,09:28 AM,08:07 AM,06:48 PM,-14,-21,-14,-21,20,98,94,2.6,1004,-11,4,191,14,perm
2021-03-03,-2,-10,3.0,5.2,1,69,No moonrise,09:38 AM,08:04 AM,06:51 PM,-6,-9,-6,-9,11,100,95,3.9,995,-2,5,238,7,perm
2021-03-04,-5,-11,1.8,5.3,1,63,12:49 AM,09:50 AM,08:02 AM,06:53 PM,-9,-13,-8,-13,16,100,94,2.3,995,-5,5,232,11,perm
2021-03-05,-5,-13,2.5,5.5,1,56,02:24 AM,10:07 AM,07:59 AM,06:55 PM,-8,-13,-8,-13,19,98,93,4.1,995,-5,5,242,13,perm
2021-03-06,-12,-18,0.4,5.5,1,49,03:57 AM,10:32 AM,07:56 AM,06:58 PM,-15,-20,-14,-20,17,97,92,0.6,1008,-12,7,255,11,perm
2021-03-07,-12,-21,0.0,5.7,1,42,05:20 AM,11:10 AM,07:53 AM,07:00 PM,-18,-20,-16,-20,9,97,94,0.2,1010,-12,6,240,5,perm
2021-03-08,-6,-19,2.2,7.2,1,36,06:25 AM,12:07 PM,07:51 AM,07:02 PM,-14,-17,-11,-17,21,81,91,2.8,1001,-6,4,173,13,perm
2021-03-09,-9,-16,2.0,5.8,1,29,07:10 AM,01:21 PM,07:48 AM,07:04 PM,-12,-17,-12,-17,14,100,93,2.3,1004,-9,5,227,9,perm
2021-03-10,-18,-25,0.0,7.3,1,22,07:38 AM,02:44 PM,07:45 AM,07:07 PM,-22,-30,-21,-30,22,84,91,0.0,1012,-18,7,256,15,perm
2021-03-11,-15,-28,0.9,5.8,1,15,07:56 AM,04:10 PM,07:43 AM,07:09 PM,-21,-27,-21,-27,15,95,95,1.1,1014,-15,3,293,9,perm
2021-03-12,-9,-17,2.0,5.9,1,9,08:09 AM,05:34 PM,07:40 AM,07:11 PM,-15,-17,-14,-17,12,88,92,2.4,1019,-9,5,231,8,perm
2021-03-13,-6,-17,0.0,11.6,1,2,08:18 AM,06:55 PM,07:37 AM,07:14 PM,-14,-18,-11,-18,23,50,88,0.0,1027,-6,9,233,15,perm
2021-03-14,-7,-16,0.0,5.9,1,5,08:26 AM,08:14 PM,07:34 AM,07:16 PM,-13,-18,-11,-18,24,89,90,0.1,1026,-7,9,211,16,perm
2021-03-15,-4,-10,1.8,5.9,1,12,08:33 AM,09:31 PM,07:31 AM,07:18 PM,-8,-13,-7,-13,23,100,91,2.3,1023,-4,5,211,16,perm
2021-03-16,-3,-10,1.1,6.0,1,19,08:40 AM,10:48 PM,07:29 AM,07:20 PM,-7,-12,-6,-12,26,100,90,1.5,1023,-3,6,218,18,perm
2021-03-17,-3,-7,3.6,6.0,1,25,08:48 AM,No moonset,07:26 AM,07:23 PM,-6,-10,-5,-10,22,100,92,4.2,1025,-3,5,221,15,perm
2021-03-18,-2,-9,1.1,6.0,1,32,08:58 AM,12:05 AM,07:23 AM,07:25 PM,-7,-10,-6,-10,17,93,89,1.4,1018,-2,7,167,10,perm
2021-03-19,-1,-9,0.5,6.0,1,39,09:11 AM,01:22 AM,07:20 AM,07:27 PM,-5,-7,-4,-7,13,95,94,0.6,1009,-1,6,75,8,perm
2021-03-20,-1,-6,0.8,6.1,1,46,09:30 AM,02:39 AM,07:17 AM,07:29 PM,-5,-9,-4,-9,18,98,92,1.0,1001,-1,5,202,12,perm
2021-03-21,-5,-11,0.9,6.1,1,52,09:57 AM,03:52 AM,07:14 AM,07:32 PM,-9,-13,-8,-13,18,97,91,1.2,1004,-5,7,253,12,perm
2021-03-22,-3,-11,0.2,8.9,1,59,10:39 AM,04:56 AM,07:11 AM,07:34 PM,-8,-12,-7,-12,24,73,89,0.3,1007,-3,9,204,16,perm
2021-03-23,-0,-5,4.3,6.1,1,66,11:39 AM,05:47 AM,07:09 AM,07:36 PM,-3,-7,-2,-7,19,100,95,5.0,1006,-0,3,215,13,perm
2021-03-24,-1,-9,0.3,6.2,1,73,12:55 PM,06:22 AM,07:06 AM,07:38 PM,-5,-9,-4,-9,23,83,92,0.4,1013,-1,7,249,15,perm
2021-03-25,1,-4,0.3,6.2,1,80,02:21 PM,06:46 AM,07:03 AM,07:41 PM,-2,-6,-1,-6,19,96,96,0.4,1013,1,7,245,13,perm
2021-03-26,1,-1,0.2,6.2,1,86,03:54 PM,07:03 AM,07:00 AM,07:43 PM,-1,-3,-0,-3,12,93,93,0.3,1013,1,7,313,8,perm
2021-03-27,0,-6,0.0,7.7,1,93,05:29 PM,07:16 AM,06:57 AM,07:45 PM,-4,-5,-3,-5,11,71,93,0.0,1017,0,7,209,6,perm
2021-03-28,1,-5,0.9,6.5,1,100,07:04 PM,07:26 AM,06:54 AM,07:47 PM,-4,-5,-2,-5,13,82,91,1.2,1021,1,6,307,8,perm
2021-03-29,1,-6,0.1,6.5,1,93,08:41 PM,07:35 AM,06:52 AM,07:49 PM,-3,-5,-2,-5,15,88,90,0.1,1029,1,7,305,9,perm
2021-03-30,4,-3,0.0,10.3,1,87,10:20 PM,07:44 AM,06:49 AM,07:52 PM,-2,-3,-0,-3,14,56,86,0.0,1032,4,6,266,9,perm
2021-03-31,2,-2,0.0,6.5,1,80,No moonrise,07:56 AM,06:46 AM,07:54 PM,-5,-6,-0,-6,36,83,70,1.0,1022,2,6,218,24,perm
2021-04-01,1,-1,11.0,6.6,1,73,12:01 AM,08:10 AM,06:43 AM,07:56 PM,-0,-4,0,-4,25,100,97,12.9,1010,1,3,220,16,perm
2021-04-02,2,0,6.0,6.6,1,66,01:40 AM,08:32 AM,06:40 AM,07:58 PM,0,-2,1,-2,16,98,97,7.1,1009,2,4,223,11,perm
2021-04-03,3,-3,3.6,6.8,1,60,03:10 AM,09:06 AM,06:37 AM,08:00 PM,1,-2,1,-2,21,100,95,6.5,1008,3,7,195,13,perm
2021-04-04,1,-0,2.8,6.8,1,53,04:23 AM,09:57 AM,06:34 AM,08:03 PM,0,-2,1,-2,13,100,96,3.4,1005,1,5,229,9,perm
2021-04-05,3,-2,0.2,8.0,1,46,05:14 AM,11:08 AM,06:32 AM,08:05 PM,-2,-2,0,-2,12,83,85,0.3,1007,3,7,297,8,perm
2021-04-06,6,-2,0.0,9.2,1,39,05:46 AM,12:29 PM,06:29 AM,08:07 PM,-2,-2,1,-2,13,56,84,0.1,1016,6,8,216,8,perm
2021-04-07,4,-2,0.0,6.9,1,32,06:06 AM,01:55 PM,06:26 AM,08:09 PM,-1,-3,1,-3,19,63,88,0.0,1018,4,10,92,12,perm
2021-04-08,4,2,0.0,6.9,1,26,06:19 AM,03:19 PM,06:23 AM,08:11 PM,2,-1,2,-1,16,90,95,0.0,1020,4,4,115,11,perm
2021-04-09,6,1,0.0,7.0,1,19,06:28 AM,04:40 PM,06:21 AM,08:14 PM,2,1,3,1,17,94,93,0.2,1023,6,7,149,10,perm
2021-04-10,3,1,0.0,7.0,1,12,06:36 AM,05:59 PM,06:18 AM,08:16 PM,2,0,2,0,8,100,99,13.7,1031,3,5,139,5,perm
2021-04-11,7,-2,0.0,7.0,2,5,06:43 AM,07:17 PM,06:15 AM,08:18 PM,5,3,5,3,20,91,94,10.4,1029,7,8,213,11,perm
2021-04-12,10,1,0.0,10.5,2,1,06:49 AM,08:33 PM,06:12 AM,08:20 PM,2,5,6,5,6,47,82,0.0,1036,10,8,296,4,perm
2021-04-13,12,3,0.0,10.5,2,8,06:57 AM,09:50 PM,06:10 AM,08:23 PM,4,7,7,7,9,30,79,0.0,1035,12,10,163,5,perm
2021-04-14,17,6,0.0,11.6,4,15,07:05 AM,11:08 PM,06:07 AM,08:25 PM,6,10,11,10,15,19,74,0.0,1030,17,10,228,9,perm
2021-04-15,17,9,0.0,11.6,4,22,07:17 AM,No moonset,06:04 AM,08:27 PM,5,12,12,12,18,15,65,0.0,1022,17,10,225,11,perm
2021-04-16,9,4,0.0,11.6,2,29,07:32 AM,12:26 AM,06:02 AM,08:29 PM,-3,3,6,3,19,41,55,2.6,1024,9,10,58,14,perm
2021-04-17,9,2,0.0,13.4,2,35,07:56 AM,01:41 AM,05:59 AM,08:31 PM,-2,3,5,3,13,24,60,0.0,1026,9,10,277,9,perm
2021-04-18,5,1,0.0,13.4,1,42,08:31 AM,02:49 AM,05:56 AM,08:34 PM,-6,-1,3,-1,22,40,58,0.0,1027,5,10,107,16,perm
2021-04-19,6,-2,0.0,14.5,2,49,09:23 AM,03:44 AM,05:54 AM,08:36 PM,-10,0,2,0,10,12,42,0.0,1037,6,10,77,7,perm
2021-04-20,8,0,0.0,14.5,3,56,10:31 AM,04:24 AM,05:51 AM,08:38 PM,-7,3,4,3,9,7,46,0.0,1036,8,10,266,7,perm
2021-04-21,12,3,0.0,14.5,3,62,11:52 AM,04:51 AM,05:48 AM,08:41 PM,-3,7,7,7,9,5,50,0.0,1032,12,10,199,6,perm
2021-04-22,9,5,0.0,9.4,2,69,01:21 PM,05:10 AM,05:46 AM,08:43 PM,1,4,7,4,23,88,66,0.1,1029,9,10,175,15,perm
2021-04-23,6,2,0.0,9.4,2,76,02:52 PM,05:23 AM,05:43 AM,08:45 PM,3,3,5,3,13,99,91,0.7,1030,6,7,163,9,perm
2021-04-24,7,3,0.0,9.4,2,83,04:26 PM,05:34 AM,05:41 AM,08:47 PM,3,3,5,3,17,90,89,0.9,1022,7,6,97,11,perm
2021-04-25,5,-2,0.0,9.5,1,89,06:02 PM,05:42 AM,05:38 AM,08:50 PM,3,0,4,0,23,97,93,4.6,1010,5,6,144,16,perm
2021-04-26,9,3,0.0,10.5,2,96,07:41 PM,05:51 AM,05:35 AM,08:52 PM,0,2,5,2,24,76,73,2.4,1012,9,10,228,17,perm
2021-04-27,12,3,0.0,12.5,2,97,09:22 PM,06:01 AM,05:33 AM,08:54 PM,-1,5,7,5,19,39,56,0.0,1011,12,10,242,13,perm
2021-04-28,9,4,0.0,9.5,2,90,11:06 PM,06:13 AM,05:30 AM,08:56 PM,1,4,6,4,13,82,73,1.6,1007,9,8,217,9,perm
2021-04-29,6,1,0.0,9.6,1,83,No moonrise,06:31 AM,05:28 AM,08:59 PM,1,0,4,0,20,88,81,1.9,1012,6,10,255,13,perm
2021-04-30,9,0,0.4,12.8,2,77,12:45 AM,07:00 AM,05:25 AM,09:01 PM,-1,3,5,3,17,63,67,1.6,1018,9,10,249,11,perm
2021-05-01,12,7,0.0,12.8,3,70,02:11 AM,07:45 AM,05:23 AM,09:03 PM,3,6,9,6,38,88,67,2.1,1012,12,10,212,26,perm
2021-05-02,10,5,0.0,15.9,2,63,03:13 AM,08:51 AM,05:20 AM,09:05 PM,1,6,8,6,20,48,62,4.4,1013,10,10,292,15,perm
2021-05-03,11,3,0.0,14.7,2,56,03:51 AM,10:12 AM,05:18 AM,09:08 PM,-0,6,7,6,14,54,59,0.2,1019,11,10,256,10,perm
2021-05-04,21,10,0.0,12.9,4,50,04:14 AM,11:40 AM,05:16 AM,09:10 PM,7,15,16,15,35,65,57,0.6,1005,21,10,203,24,perm
2021-05-05,13,7,0.0,13.8,3,43,04:29 AM,01:05 PM,05:13 AM,09:12 PM,4,9,11,9,20,77,64,3.5,1003,13,8,236,14,perm
2021-05-06,12,4,0.0,14.7,2,36,04:40 AM,02:28 PM,05:11 AM,09:14 PM,0,5,7,5,22,52,63,0.3,1012,12,10,269,16,perm
2021-05-07,18,5,0.0,16.1,3,29,04:47 AM,03:47 PM,05:08 AM,09:17 PM,5,10,11,10,20,38,69,0.0,1018,18,10,213,13,perm
2021-05-08,17,9,0.0,13.0,3,22,04:54 AM,05:04 PM,05:06 AM,09:19 PM,8,13,13,13,8,73,72,0.7,1019,17,10,155,4,perm
2021-05-09,20,10,0.0,16.2,5,16,05:00 AM,06:20 PM,05:04 AM,09:21 PM,7,15,16,15,15,16,59,0.0,1018,20,10,151,10,perm
2021-05-10,22,11,0.0,14.8,4,9,05:07 AM,07:38 PM,05:01 AM,09:23 PM,7,16,17,16,17,49,60,6.4,1021,22,10,206,12,perm
2021-05-11,15,11,0.0,14.9,3,2,05:15 AM,08:55 PM,04:59 AM,09:25 PM,7,12,13,12,14,57,71,3.2,1028,15,10,303,10,perm
2021-05-12,22,12,0.0,16.7,5,5,05:25 AM,10:13 PM,04:57 AM,09:27 PM,8,17,18,17,8,14,58,0.1,1030,22,10,153,6,perm
2021-05-13,27,15,0.0,16.8,6,11,05:39 AM,11:30 PM,04:55 AM,09:30 PM,9,22,22,21,4,4,48,0.0,1028,27,10,185,3,perm
2021-05-14,27,16,0.0,16.8,6,18,05:59 AM,No moonset,04:53 AM,09:32 PM,9,22,22,22,14,19,46,0.0,1024,27,10,215,9,perm
2021-05-15,28,16,0.0,16.6,5,25,06:29 AM,12:41 AM,04:51 AM,09:34 PM,11,22,22,22,21,24,52,0.0,1019,28,10,235,14,perm
2021-05-16,30,17,0.0,16.9,7,32,07:15 AM,01:42 AM,04:49 AM,09:36 PM,9,23,23,23,24,3,43,0.0,1017,30,10,229,16,perm
2021-05-17,28,18,0.0,16.9,6,38,08:17 AM,02:26 AM,04:47 AM,09:38 PM,11,23,23,23,19,15,49,0.0,1016,28,10,257,13,perm
2021-05-18,22,15,0.0,17.0,5,45,09:34 AM,02:57 AM,04:45 AM,09:40 PM,10,18,19,18,17,11,62,0.0,1019,22,10,207,12,perm
2021-05-19,23,11,0.0,16.6,5,52,10:58 AM,03:17 AM,04:43 AM,09:42 PM,7,17,18,17,13,15,56,0.0,1024,23,10,137,8,perm
2021-05-20,26,13,0.0,17.0,6,59,12:25 PM,03:32 AM,04:41 AM,09:44 PM,8,20,20,20,11,1,51,0.0,1023,26,10,167,8,perm
2021-05-21,25,14,0.0,15.1,5,66,01:55 PM,03:42 AM,04:39 AM,09:46 PM,10,20,20,20,19,32,56,0.7,1016,25,10,166,14,perm
2021-05-22,17,14,0.0,13.6,4,72,03:27 PM,03:51 AM,04:37 AM,09:48 PM,12,15,15,15,20,74,83,4.2,1017,17,10,226,14,perm
2021-05-23,23,11,0.0,17.2,4,79,05:01 PM,03:59 AM,04:35 AM,09:50 PM,9,17,18,17,14,40,64,1.7,1020,23,9,228,10,perm
2021-05-24,25,15,0.0,16.6,5,86,06:40 PM,04:08 AM,04:34 AM,09:51 PM,12,21,21,20,24,45,64,3.1,1012,25,10,218,16,perm
2021-05-25,21,12,0.0,15.9,5,93,08:22 PM,04:18 AM,04:32 AM,09:53 PM,8,17,18,17,13,32,63,1.5,1016,21,9,289,9,perm
2021-05-26,19,8,0.0,15.9,4,99,10:06 PM,04:32 AM,04:30 AM,09:55 PM,7,13,13,13,16,39,69,0.3,1017,19,8,294,11,perm
2021-05-27,16,8,0.0,15.9,3,94,11:43 PM,04:55 AM,04:29 AM,09:57 PM,4,11,12,11,12,67,59,0.2,1022,16,10,312,9,perm
2021-05-28,21,11,0.0,14.5,4,87,No moonrise,05:31 AM,04:27 AM,09:58 PM,9,15,16,15,12,72,64,0.1,1019,21,10,216,8,perm
2021-05-29,25,12,0.0,16.0,6,80,12:59 AM,06:28 AM,04:26 AM,10:00 PM,11,19,20,19,14,26,63,0.8,1010,25,10,216,10,perm
2021-05-30,16,5,0.0,13.3,3,73,01:50 AM,07:47 AM,04:24 AM,10:02 PM,11,12,14,12,20,88,85,7.3,1008,16,9,143,14,perm
2021-05-31,11,5,0.0,15.4,2,67,02:19 AM,09:16 AM,04:23 AM,10:03 PM,4,6,8,6,17,70,78,3.2,1013,11,10,50,12,perm
2021-06-01,17,5,0.0,17.4,4,60,02:37 AM,10:46 AM,04:22 AM,10:05 PM,2,12,12,12,9,12,56,0.0,1017,17,10,228,6,perm
2021-06-02,15,6,0.0,17.4,4,53,02:49 AM,12:12 PM,04:21 AM,10:06 PM,2,11,12,11,16,10,55,0.0,1017,15,10,212,12,perm
2021-06-03,13,6,0.0,16.1,3,46,02:58 AM,01:34 PM,04:19 AM,10:07 PM,2,9,11,9,18,27,57,0.0,1019,13,10,213,13,perm
2021-06-04,20,6,0.0,17.4,5,40,03:05 AM,02:52 PM,04:18 AM,10:09 PM,3,13,14,13,17,3,51,0.0,1025,20,10,114,12,perm
2021-06-05,26,12,0.0,17.4,6,33,03:11 AM,04:08 PM,04:17 AM,10:10 PM,8,19,20,19,5,4,51,0.0,1023,26,10,151,3,perm
2021-06-06,24,11,0.0,17.4,6,26,03:18 AM,05:25 PM,04:16 AM,10:11 PM,8,19,19,19,13,10,53,0.0,1017,24,10,249,8,perm
2021-06-07,20,11,0.0,16.7,4,19,03:25 AM,06:42 PM,04:16 AM,10:13 PM,7,16,17,16,20,26,57,1.7,1014,20,10,147,13,perm
2021-06-08,15,8,0.0,16.1,3,13,03:34 AM,08:00 PM,04:15 AM,10:14 PM,6,12,12,12,14,43,66,0.0,1015,15,10,51,9,perm
